age,age_cat,charge,race,sex,priors_count,score,outcome
21,Less than 25,Felony,Hispanic,Male,1,6,1
26,25 - 45,Felony,African-American,Male,10,5,1
21,Less than 25,Misdemeanor,Caucasian,Female,3,7,1
37,25 - 45,Felony,African-American,Male,8,2,0
56,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
30,25 - 45,Felony,Caucasian,Male,0,2,0
27,25 - 45,Felony,African-American,Male,2,3,0
29,25 - 45,Felony,Other,Male,0,2,0
27,25 - 45,Felony,Caucasian,Female,6,9,0
43,25 - 45,Misdemeanor,African-American,Male,15,6,1
53,Greater than 45,Felony,African-American,Female,5,4,0
26,25 - 45,Misdemeanor,African-American,Male,6,4,0
24,Less than 25,Felony,Caucasian,Female,1,6,0
30,25 - 45,Felony,African-American,Male,0,5,0
26,25 - 45,Felony,African-American,Male,4,7,0
54,Greater than 45,Felony,African-American,Male,4,1,0
26,25 - 45,Misdemeanor,Caucasian,Male,10,7,1
45,Greater than 45,Felony,Caucasian,Male,0,1,0
47,Greater than 45,Misdemeanor,Caucasian,Male,1,3,0
31,25 - 45,Felony,African-American,Male,2,2,0
28,25 - 45,Felony,African-American,Male,2,4,0
21,Less than 25,Felony,African-American,Female,0,7,0
25,25 - 45,Felony,African-American,Male,4,8,1
37,25 - 45,Felony,African-American,Male,7,3,0
56,Greater than 45,Misdemeanor,Other,Male,0,1,0
24,Less than 25,Misdemeanor,African-American,Male,0,4,0
47,Greater than 45,Misdemeanor,Caucasian,Male,5,3,0
66,Greater than 45,Misdemeanor,Caucasian,Male,2,1,0
76,Greater than 45,Felony,Asian,Male,0,1,0
35,25 - 45,Misdemeanor,African-American,Male,1,4,0
24,Less than 25,Felony,African-American,Male,0,5,0
36,25 - 45,Felony,Caucasian,Male,0,4,0
19,Less than 25,Felony,African-American,Male,0,7,1
40,25 - 45,Felony,African-American,Male,2,1,0
28,25 - 45,Felony,Caucasian,Male,0,2,1
27,25 - 45,Misdemeanor,Caucasian,Male,0,3,0
25,25 - 45,Felony,African-American,Male,7,4,0
24,Less than 25,Felony,African-American,Female,0,3,0
44,25 - 45,Felony,Caucasian,Male,0,4,0
44,25 - 45,Felony,African-American,Male,0,1,0
23,Less than 25,Misdemeanor,African-American,Female,0,5,0
27,25 - 45,Felony,African-American,Male,0,3,0
55,Greater than 45,Felony,Caucasian,Male,0,1,0
34,25 - 45,Felony,African-American,Male,0,3,1
24,Less than 25,Felony,African-American,Male,1,3,0
42,25 - 45,Felony,African-American,Male,7,1,0
30,25 - 45,Misdemeanor,Hispanic,Male,3,5,0
40,25 - 45,Felony,Caucasian,Male,6,2,0
30,25 - 45,Felony,Other,Male,13,5,1
27,25 - 45,Misdemeanor,Caucasian,Male,1,4,0
37,25 - 45,Misdemeanor,African-American,Male,3,2,0
25,25 - 45,Felony,African-American,Male,1,3,0
45,Greater than 45,Felony,Caucasian,Male,2,1,0
31,25 - 45,Felony,Caucasian,Male,1,2,0
23,Less than 25,Felony,African-American,Male,0,8,0
21,Less than 25,Felony,African-American,Male,0,8,0
35,25 - 45,Felony,African-American,Male,0,1,0
32,25 - 45,Felony,Caucasian,Female,5,2,0
25,25 - 45,Felony,African-American,Male,2,4,0
34,25 - 45,Felony,Caucasian,Male,15,6,0
30,25 - 45,Felony,African-American,Female,4,2,0
37,25 - 45,Felony,Caucasian,Male,3,5,0
37,25 - 45,Misdemeanor,African-American,Male,8,5,0
31,25 - 45,Misdemeanor,Caucasian,Female,0,2,0
22,Less than 25,Felony,African-American,Male,0,7,1
30,25 - 45,Misdemeanor,African-American,Male,1,3,0
20,Less than 25,Misdemeanor,Other,Female,1,6,0
29,25 - 45,Misdemeanor,African-American,Male,0,3,0
24,Less than 25,Felony,Caucasian,Male,0,4,0
36,25 - 45,Felony,African-American,Female,1,1,0
23,Less than 25,Misdemeanor,African-American,Male,0,4,1
29,25 - 45,Felony,African-American,Male,6,5,1
22,Less than 25,Felony,Hispanic,Female,1,5,0
29,25 - 45,Misdemeanor,African-American,Male,4,6,0
26,25 - 45,Misdemeanor,African-American,Female,0,7,0
32,25 - 45,Felony,African-American,Male,1,2,0
45,Greater than 45,Felony,Hispanic,Male,0,1,0
30,25 - 45,Felony,African-American,Male,1,2,0
25,25 - 45,Felony,African-American,Male,0,4,0
24,Less than 25,Felony,African-American,Male,5,4,0
29,25 - 45,Misdemeanor,Caucasian,Male,0,2,1
21,Less than 25,Felony,Caucasian,Male,1,4,0
46,Greater than 45,Felony,Caucasian,Female,1,1,0
47,Greater than 45,Misdemeanor,Caucasian,Male,2,1,0
30,25 - 45,Felony,African-American,Male,13,7,1
26,25 - 45,Misdemeanor,African-American,Male,2,5,0
42,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
34,25 - 45,Misdemeanor,African-American,Male,1,2,0
69,Greater than 45,Misdemeanor,Caucasian,Female,2,1,0
24,Less than 25,Felony,Caucasian,Male,5,6,1
45,Greater than 45,Misdemeanor,African-American,Male,1,3,0
52,Greater than 45,Misdemeanor,African-American,Male,2,1,0
30,25 - 45,Felony,Caucasian,Male,0,2,0
26,25 - 45,Misdemeanor,Hispanic,Female,0,3,0
30,25 - 45,Misdemeanor,Hispanic,Male,0,1,0
22,Less than 25,Felony,African-American,Female,0,7,0
35,25 - 45,Felony,African-American,Male,6,3,0
35,25 - 45,Misdemeanor,African-American,Male,1,5,0
25,25 - 45,Felony,African-American,Male,2,4,0
58,Greater than 45,Misdemeanor,Caucasian,Male,3,1,0
33,25 - 45,Misdemeanor,Caucasian,Male,2,2,0
44,25 - 45,Felony,Caucasian,Male,4,4,0
30,25 - 45,Felony,African-American,Male,3,3,0
39,25 - 45,Felony,Hispanic,Female,2,1,0
28,25 - 45,Felony,Caucasian,Male,0,2,0
34,25 - 45,Felony,African-American,Male,1,2,0
26,25 - 45,Felony,African-American,Male,1,5,1
23,Less than 25,Felony,African-American,Male,0,3,0
31,25 - 45,Misdemeanor,African-American,Male,0,4,0
38,25 - 45,Felony,Other,Male,1,1,0
44,25 - 45,Felony,African-American,Male,0,1,0
52,Greater than 45,Felony,African-American,Male,0,1,0
31,25 - 45,Felony,African-American,Male,9,6,1
21,Less than 25,Felony,African-American,Female,2,7,0
77,Greater than 45,Misdemeanor,Caucasian,Male,1,1,0
61,Greater than 45,Felony,Caucasian,Male,4,5,0
41,25 - 45,Misdemeanor,African-American,Female,0,1,0
24,Less than 25,Misdemeanor,Caucasian,Female,0,4,0
34,25 - 45,Felony,African-American,Female,5,3,0
27,25 - 45,Felony,Hispanic,Male,1,3,0
30,25 - 45,Felony,African-American,Male,1,2,0
59,Greater than 45,Felony,Hispanic,Male,0,1,0
55,Greater than 45,Felony,Caucasian,Male,1,1,1
53,Greater than 45,Misdemeanor,African-American,Male,5,1,0
50,Greater than 45,Misdemeanor,Caucasian,Male,1,2,0
21,Less than 25,Felony,Hispanic,Male,2,5,1
25,25 - 45,Misdemeanor,Caucasian,Female,0,3,0
31,25 - 45,Misdemeanor,Caucasian,Female,2,3,0
26,25 - 45,Felony,African-American,Female,1,4,0
25,25 - 45,Misdemeanor,Caucasian,Male,0,3,0
32,25 - 45,Misdemeanor,African-American,Male,0,1,0
40,25 - 45,Felony,Caucasian,Male,5,1,0
35,25 - 45,Felony,African-American,Male,0,4,0
27,25 - 45,Felony,African-American,Male,2,2,0
36,25 - 45,Felony,Asian,Male,1,1,0
30,25 - 45,Felony,Caucasian,Male,2,3,0
30,25 - 45,Felony,African-American,Male,0,3,0
41,25 - 45,Felony,African-American,Male,19,2,0
29,25 - 45,Felony,Caucasian,Female,0,3,0
25,25 - 45,Felony,Caucasian,Male,0,3,0
50,Greater than 45,Felony,Caucasian,Male,0,1,0
35,25 - 45,Felony,Caucasian,Male,4,1,0
43,25 - 45,Felony,African-American,Male,4,2,1
61,Greater than 45,Felony,Caucasian,Female,0,1,0
22,Less than 25,Felony,African-American,Female,4,6,1
34,25 - 45,Misdemeanor,African-American,Female,1,1,0
24,Less than 25,Felony,Other,Male,0,4,0
20,Less than 25,Misdemeanor,African-American,Female,0,8,1
30,25 - 45,Misdemeanor,African-American,Male,0,2,0
43,25 - 45,Misdemeanor,African-American,Female,0,1,0
37,25 - 45,Felony,Hispanic,Male,9,3,0
29,25 - 45,Felony,Hispanic,Female,1,3,0
24,Less than 25,Misdemeanor,Caucasian,Female,0,5,0
36,25 - 45,Felony,Caucasian,Male,12,2,0
39,25 - 45,Felony,Caucasian,Male,0,1,1
32,25 - 45,Misdemeanor,African-American,Male,2,4,0
38,25 - 45,Misdemeanor,African-American,Male,0,1,0
27,25 - 45,Felony,African-American,Female,8,4,0
30,25 - 45,Misdemeanor,African-American,Male,8,8,1
26,25 - 45,Misdemeanor,Caucasian,Female,1,3,0
37,25 - 45,Felony,Caucasian,Male,3,2,0
29,25 - 45,Felony,Caucasian,Male,1,2,0
32,25 - 45,Felony,Caucasian,Male,3,2,0
21,Less than 25,Felony,African-American,Male,8,5,1
21,Less than 25,Felony,Caucasian,Male,1,6,0
47,Greater than 45,Misdemeanor,Caucasian,Male,13,3,1
36,25 - 45,Felony,African-American,Female,4,1,0
32,25 - 45,Misdemeanor,Caucasian,Male,4,3,1
43,25 - 45,Felony,Caucasian,Male,1,1,0
27,25 - 45,Felony,African-American,Male,2,3,0
62,Greater than 45,Felony,Caucasian,Male,2,1,0
21,Less than 25,Felony,African-American,Male,1,5,0
34,25 - 45,Misdemeanor,Asian,Male,0,1,0
46,Greater than 45,Misdemeanor,Hispanic,Male,1,1,0
40,25 - 45,Misdemeanor,African-American,Male,23,8,1
38,25 - 45,Misdemeanor,Caucasian,Male,3,1,0
41,25 - 45,Felony,African-American,Male,7,4,0
21,Less than 25,Felony,Caucasian,Male,1,7,0
74,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
27,25 - 45,Misdemeanor,Hispanic,Female,0,3,0
30,25 - 45,Misdemeanor,African-American,Male,1,2,0
33,25 - 45,Felony,Caucasian,Female,3,2,1
24,Less than 25,Misdemeanor,Caucasian,Male,2,3,0
52,Greater than 45,Felony,Asian,Male,0,1,0
29,25 - 45,Misdemeanor,Caucasian,Female,0,3,0
30,25 - 45,Felony,Caucasian,Female,1,2,0
33,25 - 45,Felony,African-American,Male,0,4,0
38,25 - 45,Felony,Hispanic,Male,1,1,0
28,25 - 45,Misdemeanor,African-American,Female,5,7,0
52,Greater than 45,Felony,African-American,Female,3,1,0
21,Less than 25,Felony,Hispanic,Male,1,6,0
22,Less than 25,Felony,Hispanic,Female,1,5,0
32,25 - 45,Felony,Hispanic,Male,3,2,0
25,25 - 45,Felony,African-American,Male,0,3,1
27,25 - 45,Misdemeanor,African-American,Female,0,3,0
35,25 - 45,Felony,Caucasian,Male,0,2,0
40,25 - 45,Misdemeanor,African-American,Male,2,3,0
29,25 - 45,Felony,Other,Female,0,3,0
24,Less than 25,Misdemeanor,African-American,Male,2,7,1
24,Less than 25,Felony,African-American,Male,10,9,1
26,25 - 45,Felony,Hispanic,Male,5,2,0
50,Greater than 45,Felony,Caucasian,Male,1,3,0
51,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
29,25 - 45,Misdemeanor,African-American,Male,3,2,0
25,25 - 45,Misdemeanor,Caucasian,Female,0,4,0
46,Greater than 45,Felony,Caucasian,Male,1,3,0
33,25 - 45,Misdemeanor,African-American,Male,9,7,1
31,25 - 45,Felony,Hispanic,Male,19,2,1
21,Less than 25,Misdemeanor,Other,Male,0,6,0
35,25 - 45,Felony,African-American,Male,4,5,0
26,25 - 45,Misdemeanor,Other,Male,1,7,0
27,25 - 45,Misdemeanor,Caucasian,Male,0,4,0
22,Less than 25,Felony,African-American,Male,2,5,0
29,25 - 45,Felony,African-American,Female,0,2,1
31,25 - 45,Misdemeanor,African-American,Male,0,4,0
29,25 - 45,Felony,Hispanic,Female,0,3,0
65,Greater than 45,Felony,Caucasian,Female,0,1,0
34,25 - 45,Misdemeanor,Hispanic,Female,1,1,0
24,Less than 25,Felony,Caucasian,Male,6,5,0
46,Greater than 45,Misdemeanor,African-American,Male,0,1,0
29,25 - 45,Felony,African-American,Male,7,2,0
56,Greater than 45,Felony,Caucasian,Female,3,1,0
21,Less than 25,Felony,African-American,Male,0,7,0
40,25 - 45,Felony,African-American,Male,0,9,1
22,Less than 25,Misdemeanor,African-American,Male,2,8,1
39,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
36,25 - 45,Felony,Caucasian,Male,1,1,0
30,25 - 45,Felony,African-American,Male,0,2,0
36,25 - 45,Misdemeanor,African-American,Male,0,5,0
32,25 - 45,Felony,African-American,Male,0,1,0
23,Less than 25,Misdemeanor,Other,Male,0,4,0
52,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
38,25 - 45,Misdemeanor,African-American,Male,5,2,0
46,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
20,Less than 25,Felony,African-American,Male,2,5,1
63,Greater than 45,Felony,Caucasian,Male,0,1,0
27,25 - 45,Felony,African-American,Male,1,5,1
27,25 - 45,Felony,African-American,Male,0,4,0
27,25 - 45,Misdemeanor,African-American,Male,0,2,0
48,Greater than 45,Misdemeanor,African-American,Female,0,3,0
26,25 - 45,Misdemeanor,African-American,Female,1,5,0
58,Greater than 45,Felony,Other,Male,0,1,0
41,25 - 45,Felony,African-American,Male,0,1,0
21,Less than 25,Felony,African-American,Male,0,7,0
26,25 - 45,Misdemeanor,Other,Male,0,3,0
39,25 - 45,Misdemeanor,African-American,Female,3,2,0
46,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
33,25 - 45,Felony,Other,Male,7,3,1
20,Less than 25,Felony,Native American,Male,1,9,1
32,25 - 45,Misdemeanor,Caucasian,Male,0,3,0
64,Greater than 45,Misdemeanor,Hispanic,Male,1,1,0
26,25 - 45,Felony,African-American,Male,2,4,0
22,Less than 25,Felony,African-American,Male,2,8,0
43,25 - 45,Felony,Caucasian,Female,0,1,0
55,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
34,25 - 45,Misdemeanor,Hispanic,Male,0,1,0
20,Less than 25,Felony,African-American,Male,1,6,0
55,Greater than 45,Felony,Caucasian,Male,7,10,0
22,Less than 25,Felony,African-American,Male,1,8,0
55,Greater than 45,Felony,African-American,Male,1,1,0
21,Less than 25,Felony,African-American,Male,0,9,1
23,Less than 25,Felony,African-American,Male,0,4,0
28,25 - 45,Misdemeanor,Caucasian,Female,1,2,0
45,Greater than 45,Felony,Other,Male,0,1,0
39,25 - 45,Felony,African-American,Male,1,2,0
79,Greater than 45,Misdemeanor,Caucasian,Male,1,1,0
48,Greater than 45,Felony,Caucasian,Male,1,1,0
31,25 - 45,Misdemeanor,African-American,Male,5,3,0
56,Greater than 45,Misdemeanor,Caucasian,Male,1,1,0
43,25 - 45,Misdemeanor,African-American,Male,2,1,0
20,Less than 25,Felony,Hispanic,Male,0,5,0
41,25 - 45,Misdemeanor,African-American,Male,0,2,0
24,Less than 25,Felony,Other,Male,1,3,0
33,25 - 45,Felony,African-American,Female,1,1,0
22,Less than 25,Felony,African-American,Male,0,4,0
34,25 - 45,Felony,African-American,Male,3,1,0
36,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
69,Greater than 45,Felony,Caucasian,Male,0,1,0
32,25 - 45,Felony,Caucasian,Male,5,4,1
46,Greater than 45,Felony,Caucasian,Male,0,2,0
34,25 - 45,Misdemeanor,Caucasian,Male,1,3,0
32,25 - 45,Misdemeanor,Hispanic,Female,0,1,0
39,25 - 45,Misdemeanor,African-American,Male,0,1,0
25,25 - 45,Misdemeanor,African-American,Male,6,7,1
29,25 - 45,Misdemeanor,Caucasian,Male,2,4,0
40,25 - 45,Misdemeanor,Caucasian,Female,0,2,0
50,Greater than 45,Felony,Caucasian,Male,5,1,0
37,25 - 45,Misdemeanor,African-American,Male,4,7,1
34,25 - 45,Felony,African-American,Male,1,2,0
35,25 - 45,Felony,Hispanic,Female,0,1,0
23,Less than 25,Felony,Caucasian,Male,10,6,0
20,Less than 25,Felony,Other,Male,0,7,0
26,25 - 45,Felony,Caucasian,Male,2,4,0
59,Greater than 45,Misdemeanor,Caucasian,Male,2,1,1
37,25 - 45,Misdemeanor,Caucasian,Male,2,3,0
22,Less than 25,Felony,African-American,Male,1,7,0
25,25 - 45,Felony,African-American,Male,5,7,0
20,Less than 25,Misdemeanor,African-American,Male,1,7,1
50,Greater than 45,Misdemeanor,Hispanic,Male,2,1,0
20,Less than 25,Felony,African-American,Male,1,8,0
51,Greater than 45,Misdemeanor,Caucasian,Male,1,1,1
30,25 - 45,Misdemeanor,African-American,Male,2,2,0
39,25 - 45,Misdemeanor,Other,Male,0,1,0
26,25 - 45,Felony,African-American,Male,2,4,0
20,Less than 25,Misdemeanor,Other,Male,0,6,0
26,25 - 45,Felony,Caucasian,Female,0,4,0
26,25 - 45,Felony,African-American,Male,5,3,0
20,Less than 25,Felony,Caucasian,Male,0,6,0
28,25 - 45,Felony,African-American,Male,0,3,1
21,Less than 25,Misdemeanor,African-American,Female,0,7,0
25,25 - 45,Felony,Other,Male,0,8,1
30,25 - 45,Felony,Caucasian,Male,0,2,0
21,Less than 25,Felony,Caucasian,Male,2,9,1
35,25 - 45,Felony,African-American,Male,22,7,1
50,Greater than 45,Felony,Caucasian,Male,2,1,1
25,25 - 45,Misdemeanor,African-American,Male,5,9,0
26,25 - 45,Felony,African-American,Male,0,10,0
22,Less than 25,Felony,African-American,Male,0,5,0
29,25 - 45,Felony,African-American,Male,0,3,0
52,Greater than 45,Felony,Caucasian,Male,1,1,0
21,Less than 25,Felony,African-American,Male,0,7,0
21,Less than 25,Felony,Caucasian,Male,1,6,0
24,Less than 25,Felony,African-American,Male,3,6,0
30,25 - 45,Misdemeanor,Caucasian,Female,0,2,0
41,25 - 45,Misdemeanor,African-American,Male,9,6,0
48,Greater than 45,Felony,Caucasian,Male,6,1,0
34,25 - 45,Misdemeanor,African-American,Female,1,1,0
25,25 - 45,Misdemeanor,African-American,Male,1,3,0
56,Greater than 45,Felony,Caucasian,Male,6,1,0
23,Less than 25,Felony,African-American,Male,0,5,0
21,Less than 25,Misdemeanor,Caucasian,Male,0,6,0
66,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
28,25 - 45,Misdemeanor,African-American,Male,7,4,0
29,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
39,25 - 45,Felony,Caucasian,Male,0,1,0
31,25 - 45,Felony,Caucasian,Male,1,2,0
22,Less than 25,Misdemeanor,African-American,Male,0,6,0
22,Less than 25,Misdemeanor,Caucasian,Female,0,5,0
35,25 - 45,Felony,Caucasian,Male,3,1,0
56,Greater than 45,Felony,Caucasian,Male,1,1,0
34,25 - 45,Felony,African-American,Female,0,1,0
43,25 - 45,Felony,Caucasian,Male,2,1,0
38,25 - 45,Felony,Caucasian,Male,0,1,0
39,25 - 45,Felony,Caucasian,Male,3,6,0
26,25 - 45,Misdemeanor,African-American,Male,2,3,0
55,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
61,Greater than 45,Felony,African-American,Male,25,4,0
33,25 - 45,Misdemeanor,Other,Male,0,2,0
40,25 - 45,Felony,Caucasian,Male,4,7,0
33,25 - 45,Felony,African-American,Male,3,1,0
26,25 - 45,Felony,Caucasian,Male,0,4,1
28,25 - 45,Felony,African-American,Male,0,3,0
45,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
57,Greater than 45,Felony,Caucasian,Female,4,1,0
26,25 - 45,Felony,African-American,Male,3,9,1
35,25 - 45,Felony,African-American,Male,1,4,0
54,Greater than 45,Felony,Hispanic,Male,0,1,0
29,25 - 45,Felony,African-American,Female,0,4,0
40,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
25,25 - 45,Misdemeanor,African-American,Female,0,2,0
44,25 - 45,Misdemeanor,African-American,Male,3,5,0
29,25 - 45,Felony,African-American,Male,0,2,0
56,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
27,25 - 45,Misdemeanor,African-American,Female,0,3,0
29,25 - 45,Misdemeanor,Caucasian,Female,0,3,0
34,25 - 45,Misdemeanor,Caucasian,Female,4,2,0
22,Less than 25,Felony,African-American,Female,0,6,0
31,25 - 45,Felony,Caucasian,Male,0,1,0
47,Greater than 45,Felony,African-American,Male,3,1,0
39,25 - 45,Felony,African-American,Male,4,5,0
30,25 - 45,Felony,Hispanic,Male,2,2,0
61,Greater than 45,Misdemeanor,African-American,Male,2,10,0
37,25 - 45,Misdemeanor,Hispanic,Male,3,3,0
38,25 - 45,Felony,Other,Male,1,1,1
30,25 - 45,Misdemeanor,African-American,Male,0,7,0
47,Greater than 45,Felony,Other,Male,0,1,0
59,Greater than 45,Misdemeanor,African-American,Male,1,1,0
23,Less than 25,Misdemeanor,Caucasian,Male,4,9,1
41,25 - 45,Felony,Hispanic,Female,0,1,0
22,Less than 25,Felony,African-American,Male,0,7,0
26,25 - 45,Felony,African-American,Male,5,5,0
44,25 - 45,Felony,Caucasian,Male,1,2,0
34,25 - 45,Misdemeanor,African-American,Female,0,1,1
29,25 - 45,Misdemeanor,African-American,Male,8,4,0
31,25 - 45,Misdemeanor,African-American,Female,0,4,0
21,Less than 25,Felony,Caucasian,Male,2,5,0
34,25 - 45,Felony,Caucasian,Male,4,6,0
54,Greater than 45,Felony,African-American,Male,21,1,0
20,Less than 25,Felony,Caucasian,Male,4,10,0
31,25 - 45,Felony,Caucasian,Male,1,3,1
22,Less than 25,Misdemeanor,Caucasian,Male,0,5,0
36,25 - 45,Misdemeanor,African-American,Male,6,1,0
50,Greater than 45,Misdemeanor,African-American,Male,15,4,0
49,Greater than 45,Misdemeanor,Other,Female,0,1,0
31,25 - 45,Misdemeanor,African-American,Male,1,2,0
21,Less than 25,Felony,African-American,Male,2,9,0
29,25 - 45,Felony,Other,Male,0,3,0
61,Greater than 45,Felony,Hispanic,Male,0,1,0
25,25 - 45,Felony,Caucasian,Female,2,7,1
38,25 - 45,Felony,Caucasian,Male,5,1,0
35,25 - 45,Misdemeanor,Caucasian,Male,2,2,0
29,25 - 45,Felony,Caucasian,Male,1,3,0
46,Greater than 45,Felony,Caucasian,Male,0,1,0
53,Greater than 45,Misdemeanor,Caucasian,Male,1,5,0
27,25 - 45,Felony,Caucasian,Female,1,5,1
29,25 - 45,Felony,Caucasian,Male,4,7,0
24,Less than 25,Misdemeanor,Caucasian,Male,1,3,0
40,25 - 45,Felony,African-American,Male,20,4,0
36,25 - 45,Misdemeanor,African-American,Female,1,2,0
57,Greater than 45,Felony,Caucasian,Male,7,1,0
26,25 - 45,Felony,African-American,Male,1,4,0
26,25 - 45,Felony,African-American,Male,2,3,0
48,Greater than 45,Felony,Caucasian,Female,0,1,0
52,Greater than 45,Misdemeanor,Caucasian,Male,7,2,0
43,25 - 45,Misdemeanor,African-American,Female,0,1,0
24,Less than 25,Felony,Caucasian,Male,3,4,0
23,Less than 25,Felony,Hispanic,Male,2,7,0
21,Less than 25,Felony,African-American,Male,0,6,0
25,25 - 45,Felony,Caucasian,Female,0,3,0
46,Greater than 45,Misdemeanor,Caucasian,Male,0,3,0
24,Less than 25,Felony,African-American,Female,0,4,0
24,Less than 25,Misdemeanor,Other,Male,0,4,0
40,25 - 45,Misdemeanor,Hispanic,Male,0,3,0
36,25 - 45,Misdemeanor,Hispanic,Male,1,1,0
24,Less than 25,Misdemeanor,Caucasian,Male,0,3,0
55,Greater than 45,Felony,African-American,Female,2,1,0
38,25 - 45,Felony,African-American,Male,14,3,0
31,25 - 45,Felony,African-American,Male,1,2,0
30,25 - 45,Felony,African-American,Female,3,2,0
37,25 - 45,Felony,African-American,Male,16,3,1
41,25 - 45,Misdemeanor,Caucasian,Female,1,1,0
20,Less than 25,Felony,African-American,Male,0,7,1
22,Less than 25,Misdemeanor,Caucasian,Male,1,5,0
38,25 - 45,Misdemeanor,African-American,Male,7,8,0
31,25 - 45,Felony,African-American,Male,0,2,0
28,25 - 45,Felony,Caucasian,Male,0,4,0
21,Less than 25,Felony,Hispanic,Male,2,8,1
39,25 - 45,Felony,African-American,Male,1,4,0
45,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
27,25 - 45,Felony,African-American,Male,9,6,1
30,25 - 45,Felony,Hispanic,Male,0,2,0
43,25 - 45,Felony,African-American,Male,2,1,0
26,25 - 45,Felony,African-American,Male,1,3,0
32,25 - 45,Felony,African-American,Male,7,2,0
57,Greater than 45,Felony,Caucasian,Female,2,1,0
40,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
29,25 - 45,Misdemeanor,Caucasian,Male,1,10,0
36,25 - 45,Misdemeanor,African-American,Male,2,2,0
35,25 - 45,Felony,African-American,Male,6,5,1
49,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
21,Less than 25,Felony,African-American,Male,2,5,1
33,25 - 45,Misdemeanor,Hispanic,Male,0,1,0
55,Greater than 45,Felony,African-American,Male,5,3,0
26,25 - 45,Misdemeanor,Caucasian,Male,0,4,0
52,Greater than 45,Felony,Caucasian,Female,6,1,0
52,Greater than 45,Felony,African-American,Male,16,5,1
60,Greater than 45,Misdemeanor,Caucasian,Male,2,1,0
44,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
30,25 - 45,Felony,Hispanic,Male,1,2,0
25,25 - 45,Misdemeanor,African-American,Female,2,4,0
22,Less than 25,Felony,Caucasian,Male,1,4,0
28,25 - 45,Felony,African-American,Female,0,4,0
30,25 - 45,Misdemeanor,Caucasian,Male,0,2,0
39,25 - 45,Felony,African-American,Male,9,1,0
46,Greater than 45,Felony,Other,Female,1,1,0
47,Greater than 45,Misdemeanor,Other,Male,3,1,0
26,25 - 45,Misdemeanor,African-American,Male,5,6,0
23,Less than 25,Felony,African-American,Female,0,4,0
54,Greater than 45,Felony,Caucasian,Male,0,1,0
50,Greater than 45,Misdemeanor,African-American,Male,2,5,0
25,25 - 45,Felony,Caucasian,Male,1,5,0
46,Greater than 45,Felony,Caucasian,Female,0,1,0
22,Less than 25,Misdemeanor,Caucasian,Male,0,5,0
38,25 - 45,Felony,Caucasian,Male,10,1,1
18,Less than 25,Felony,African-American,Male,4,9,1
23,Less than 25,Felony,Caucasian,Female,0,5,0
32,25 - 45,Misdemeanor,Hispanic,Female,8,2,1
25,25 - 45,Felony,Caucasian,Male,2,7,0
53,Greater than 45,Felony,Caucasian,Male,0,1,0
39,25 - 45,Misdemeanor,African-American,Male,0,4,0
37,25 - 45,Felony,Other,Male,2,3,1
24,Less than 25,Felony,African-American,Female,7,7,0
33,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
24,Less than 25,Misdemeanor,Caucasian,Female,1,4,0
46,Greater than 45,Felony,Caucasian,Male,1,1,0
32,25 - 45,Felony,Hispanic,Male,7,3,0
24,Less than 25,Felony,Hispanic,Male,2,4,0
38,25 - 45,Felony,Caucasian,Female,0,1,0
57,Greater than 45,Felony,Caucasian,Male,2,1,0
43,25 - 45,Felony,Caucasian,Male,0,1,0
22,Less than 25,Misdemeanor,African-American,Male,0,6,0
28,25 - 45,Misdemeanor,African-American,Female,9,9,1
51,Greater than 45,Felony,Caucasian,Male,3,3,0
41,25 - 45,Felony,Hispanic,Male,3,1,0
24,Less than 25,Felony,Caucasian,Male,1,5,0
27,25 - 45,Misdemeanor,African-American,Male,6,10,0
25,25 - 45,Misdemeanor,African-American,Male,0,4,0
56,Greater than 45,Misdemeanor,Caucasian,Male,3,2,0
29,25 - 45,Misdemeanor,African-American,Female,1,3,0
21,Less than 25,Felony,African-American,Male,0,9,0
28,25 - 45,Misdemeanor,African-American,Female,0,2,0
35,25 - 45,Felony,African-American,Male,2,1,0
23,Less than 25,Felony,Caucasian,Male,0,5,0
48,Greater than 45,Felony,African-American,Male,4,4,0
37,25 - 45,Felony,African-American,Male,2,7,0
